m,k,n,type,ac_native,b_native,time_ns
128,1024,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,22529603
128,1024,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,15139011
128,1024,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,9491267
128,1024,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,14021654
128,1024,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,13975697
128,1024,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,7638338
128,1024,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,15383716
128,1024,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,13835281
128,1024,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,19022492
128,1024,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,14663602
128,1024,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,30508435
128,1024,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,24045788
128,1024,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,15055888
128,1024,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,21830823
128,1024,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,31049469
128,1024,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,21036584
128,1024,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,30719015
128,1024,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,20498510
128,1024,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,31850664
128,1024,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,22230483
128,1024,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,35749311
128,1024,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,24795359
128,1024,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,29799697
128,1024,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,31259674
128,1024,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,40498237
128,1024,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,30080401
128,1024,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,49403929
128,1024,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,28951835
128,1024,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,47630540
128,1024,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,27554232
128,1024,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,44343134
128,1024,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,26950158
128,1024,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,62155228
128,1024,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,44250094
128,1024,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,68504545
128,1024,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,46499100
128,1024,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,84783537
128,1024,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,55729246
128,1024,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,83621181
128,1024,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,45947108
128,1024,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,68542335
128,1024,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,66921111
128,1024,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,127402449
128,1024,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,81188219
128,1024,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,129044132
128,1024,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,83894843
128,1024,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,180810357
128,1024,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,101952808
128,1024,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,176391384
128,1024,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,94032142
128,1024,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,131666673
128,1024,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,123350680
128,2048,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,9697931
128,2048,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,3963104
128,2048,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,5431914
128,2048,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,4936380
128,2048,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,6994931
128,2048,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,14758976
128,2048,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,14619270
128,2048,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,16274160
128,2048,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,17649930
128,2048,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,11159282
128,2048,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,12530094
128,2048,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,6931932
128,2048,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,9145064
128,2048,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,15014764
128,2048,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,16244119
128,2048,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,14445314
128,2048,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,27123697
128,2048,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,13654159
128,2048,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,9991759
128,2048,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,10923036
128,2048,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,10480585
128,2048,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,8761820
128,2048,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,14652644
128,2048,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,16315867
128,2048,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,20530384
128,2048,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,16681321
128,2048,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,29551493
128,2048,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,20830880
128,2048,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,16726820
128,2048,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,19871937
128,2048,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,28552258
128,2048,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,21761532
128,2048,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,33232226
128,2048,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,22350939
128,2048,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,27413026
128,2048,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,19598691
128,2048,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,34862991
128,2048,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,23575336
128,2048,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,31701666
128,2048,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,29369203
128,2048,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,38267105
128,2048,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,29717740
128,2048,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,51709059
128,2048,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,27730354
128,2048,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,42827117
128,2048,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,29505410
128,2048,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,44800751
128,2048,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,43268526
128,2048,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,67623600
128,2048,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,49721007
128,2048,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,70871591
128,2048,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,43150236
128,2048,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,79381498
128,2048,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,44220927
128,2048,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,68467587
128,2048,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,43826683
128,2048,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,64164363
128,2048,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,53521739
128,2048,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,134913247
128,2048,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,84275088
128,2048,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,127068829
128,2048,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,81564381
128,2048,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,137751119
128,2048,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,83344769
128,2048,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,139697963
128,2048,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,84243672
128,2048,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,111709779
128,2048,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,125695268
128,2048,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,255211307
128,2048,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,161367871
128,2048,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,248330417
128,2048,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,162249274
128,2048,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,357161074
128,2048,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,211581288
128,2048,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,348652834
128,2048,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,213728796
128,2048,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,266490172
128,2048,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,242899960
128,4096,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,13049669
128,4096,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,20144807
128,4096,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,8911443
128,4096,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,11408321
128,4096,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,16287202
128,4096,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,16080372
128,4096,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,21245540
128,4096,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,17205728
128,4096,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,18902619
128,4096,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,20700131
128,4096,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,23157426
128,4096,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,15495672
128,4096,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,25266976
128,4096,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,20859671
128,4096,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,25138061
128,4096,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,20449886
128,4096,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,31874580
128,4096,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,26265336
128,4096,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,22247399
128,4096,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,32084577
128,4096,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,27470775
128,4096,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,22251190
128,4096,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,30657766
128,4096,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,24032663
128,4096,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,31532419
128,4096,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,23432422
128,4096,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,37974402
128,4096,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,30652892
128,4096,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,33083228
128,4096,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,30458270
128,4096,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,40560860
128,4096,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,30903054
128,4096,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,49273222
128,4096,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,33243642
128,4096,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,44705003
128,4096,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,32887939
128,4096,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,47139007
128,4096,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,40426863
128,4096,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,69045661
128,4096,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,45585364
128,4096,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,70997547
128,4096,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,46464393
128,4096,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,78160184
128,4096,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,55671122
128,4096,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,73423800
128,4096,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,49728758
128,4096,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,67258356
128,4096,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,64822769
128,4096,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,134649251
128,4096,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,79723493
128,4096,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,118300176
128,4096,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,78442221
128,4096,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,149278479
128,4096,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,99497306
128,4096,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,145709827
128,4096,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,98110161
128,4096,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,113917662
128,4096,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,130091323
128,4096,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,226760756
128,4096,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,152647176
128,4096,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,237096385
128,4096,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,149164147
128,4096,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,312155118
128,4096,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,204301694
128,4096,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,315736436
128,4096,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,209850857
128,4096,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,246520654
128,4096,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,209686359
128,4096,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,489382406
128,4096,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,326131856
128,4096,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,491977324
128,4096,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,335331461
128,4096,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,698828436
128,4096,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,414648085
128,4096,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,707924792
128,4096,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,408644804
128,4096,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,509990372
128,4096,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,488163842
128,8192,64,RKNN_INT8_MM_INT8_TO_INT32,0,0,18003424
128,8192,64,RKNN_INT8_MM_INT8_TO_INT32,0,1,25196686
128,8192,64,RKNN_INT8_MM_INT8_TO_INT32,1,0,27807645
128,8192,64,RKNN_INT8_MM_INT8_TO_INT32,1,1,23443505
128,8192,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,30148066
128,8192,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,23887998
128,8192,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,30855680
128,8192,64,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,24794192
128,8192,128,RKNN_INT8_MM_INT8_TO_INT32,0,0,31024094
128,8192,128,RKNN_INT8_MM_INT8_TO_INT32,0,1,28481009
128,8192,128,RKNN_INT8_MM_INT8_TO_INT32,1,0,34742910
128,8192,128,RKNN_INT8_MM_INT8_TO_INT32,1,1,28914961
128,8192,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,37886277
128,8192,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,30827222
128,8192,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,33749676
128,8192,128,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,28277220
128,8192,128,RKNN_INT4_MM_INT4_TO_INT16,0,1,42645369
128,8192,128,RKNN_INT4_MM_INT4_TO_INT16,1,1,35999557
128,8192,256,RKNN_INT8_MM_INT8_TO_INT32,0,0,45289369
128,8192,256,RKNN_INT8_MM_INT8_TO_INT32,0,1,38156065
128,8192,256,RKNN_INT8_MM_INT8_TO_INT32,1,0,47036634
128,8192,256,RKNN_INT8_MM_INT8_TO_INT32,1,1,35396983
128,8192,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,51736893
128,8192,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,37490534
128,8192,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,50282832
128,8192,256,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,38130148
128,8192,256,RKNN_INT4_MM_INT4_TO_INT16,0,1,52300383
128,8192,256,RKNN_INT4_MM_INT4_TO_INT16,1,1,36488091
128,8192,512,RKNN_INT8_MM_INT8_TO_INT32,0,0,71463914
128,8192,512,RKNN_INT8_MM_INT8_TO_INT32,0,1,49393179
128,8192,512,RKNN_INT8_MM_INT8_TO_INT32,1,0,70137644
128,8192,512,RKNN_INT8_MM_INT8_TO_INT32,1,1,53988399
128,8192,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,86376305
128,8192,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,55910868
128,8192,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,83488433
128,8192,512,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,58244040
128,8192,512,RKNN_INT4_MM_INT4_TO_INT16,0,1,68528336
128,8192,512,RKNN_INT4_MM_INT4_TO_INT16,1,1,72748685
128,8192,1024,RKNN_INT8_MM_INT8_TO_INT32,0,0,125358398
128,8192,1024,RKNN_INT8_MM_INT8_TO_INT32,0,1,83008482
128,8192,1024,RKNN_INT8_MM_INT8_TO_INT32,1,0,115441012
128,8192,1024,RKNN_INT8_MM_INT8_TO_INT32,1,1,82227995
128,8192,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,173243685
128,8192,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,103183039
128,8192,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,160893338
128,8192,1024,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,104266563
128,8192,1024,RKNN_INT4_MM_INT4_TO_INT16,0,1,122617649
128,8192,1024,RKNN_INT4_MM_INT4_TO_INT16,1,1,113373129
128,8192,2048,RKNN_INT8_MM_INT8_TO_INT32,0,0,231810719
128,8192,2048,RKNN_INT8_MM_INT8_TO_INT32,0,1,155619504
128,8192,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,217273364
128,8192,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,165516181
128,8192,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,317791779
128,8192,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,220281275
128,8192,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,285413206
128,8192,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,219700576
128,8192,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,248620328
128,8192,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,241412276
128,8192,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,489445113
128,8192,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,333511198
128,8192,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,490211601
128,8192,4096,RKNN_INT8_MM_INT8_TO_INT32,1,1,328686816
128,8192,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,571157325
128,8192,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,374954336
128,8192,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,615153505
128,8192,4096,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,431859938
128,8192,4096,RKNN_INT4_MM_INT4_TO_INT16,0,1,438510125
128,8192,4096,RKNN_INT4_MM_INT4_TO_INT16,1,1,490957673
128,8192,8192,RKNN_INT8_MM_INT8_TO_INT32,0,0,940724787
128,8192,8192,RKNN_INT8_MM_INT8_TO_INT32,0,1,613351909
128,8192,8192,RKNN_INT8_MM_INT8_TO_INT32,1,0,963143976
128,8192,8192,RKNN_INT8_MM_INT8_TO_INT32,1,1,650685820
128,8192,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1449193850
128,8192,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,799677012
128,8192,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,1356304732
128,8192,8192,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,824152126
128,8192,8192,RKNN_INT4_MM_INT4_TO_INT16,0,1,1026103024
128,8192,8192,RKNN_INT4_MM_INT4_TO_INT16,1,1,991281490
