count,m,k,n,type,ac_native,b_native,time_ns,gops
26,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,516534,129.547
27,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,513908,130.304
28,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,544242,122.879
29,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,0,571074,117.068
0,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,607824,110.125
1,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,565532,118.312
2,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,555033,120.443
3,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,554741,120.661
4,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,553866,120.879
5,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,506909,132.107
6,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,492034,135.866
7,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,492325,135.866
8,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,510117,131.071
9,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,563200,118.732
10,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,530825,126.125
11,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,524408,127.569
12,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,521783,128.303
13,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,531991,125.887
14,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,514491,130.051
15,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,508075,131.587
16,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,519742,128.798
17,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,589740,113.491
18,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,599949,111.596
19,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,510700,131.071
20,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,572824,116.864
21,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,608407,109.944
22,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,598782,111.783
23,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,596741,112.158
24,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,591491,113.107
25,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,593240,112.725
26,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,650698,102.84
27,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,652448,102.525
28,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,548033,121.982
29,128,128,2048,RKNN_INT8_MM_INT8_TO_INT32,1,1,537534,124.48
0,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1546684,43.238
1,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1742973,38.3731
2,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1571184,42.55
3,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1659265,40.2929
4,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1502934,44.5047
5,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1551642,43.0986
6,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1364395,49.0073
7,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1392978,48.0216
8,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1476102,45.2886
9,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1484268,45.0445
10,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1337562,49.997
11,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1363520,49.0433
12,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1676766,39.8842
13,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1562642,42.7951
14,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1631266,40.9847
15,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1607058,41.5968
16,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1489226,44.8932
17,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1439352,46.4531
18,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1587517,42.121
19,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1624266,41.1613
20,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1569142,42.6042
21,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1615808,41.3907
22,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1603850,41.7006
23,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1573808,42.4959
24,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1695140,39.4372
25,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1703598,39.2519
26,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1721389,38.8414
27,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1768639,37.8088
28,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1747931,38.2633
29,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,0,1752306,38.1541
0,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1675890,39.9081
1,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1526268,43.8047
2,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1444019,46.2922
3,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1414270,47.2744
4,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1465602,45.6287
5,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1392978,48.0216
6,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1370520,48.7927
7,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1574684,42.4689
8,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1549309,43.1543
9,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1451602,46.0689
10,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1572350,42.5229
11,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1536475,43.5195
12,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1433811,46.6476
13,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1435852,46.5826
14,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1511977,44.2396
15,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1550475,43.1265
16,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1468518,45.5354
17,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1471435,45.4426
18,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1436436,46.5501
19,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1572934,42.5229
20,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1568558,42.6314
21,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1572641,42.5229
22,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1571892,42.55
23,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1605891,41.6486
24,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1656933,40.3659
25,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1777972,37.6173
26,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1848846,36.1721
27,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1857596,35.9968
28,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1797680,37.1987
29,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,0,1,1902220,35.1451
0,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,482993,138.685
1,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,404827,165.46
2,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,401035,166.698
3,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,396661,168.803
4,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,394035,169.66
5,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,392285,170.526
6,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,426410,156.915
7,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,387619,172.729
8,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,387328,172.729
9,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,387035,172.729
10,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,386744,173.176
11,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,389953,171.841
12,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,390535,171.4
13,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,388786,172.284
14,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,391119,170.962
15,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,391411,170.962
16,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,389952,171.841
17,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,389369,171.841
18,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,388202,172.284
19,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,384411,174.078
20,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,384994,174.078
21,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,432827,154.736
22,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,414451,161.464
23,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,408035,163.838
24,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,402493,166.284
25,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,403368,165.871
26,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,413285,161.855
27,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,411243,162.642
28,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,417369,160.302
29,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,0,415327,161.075
0,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,457326,146.271
1,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,417368,160.302
2,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,401910,166.698
3,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,414160,161.464
4,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,415327,161.075
5,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,415327,161.075
6,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,413869,161.855
7,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,437785,152.966
8,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,392577,170.526
9,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,387327,172.729
10,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,389661,171.841
11,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,391994,170.962
12,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,389369,171.841
13,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,387327,172.729
14,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,424660,157.656
15,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,398119,167.955
16,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,394619,169.66
17,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,390535,171.4
18,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,392868,170.526
19,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,403660,165.871
20,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,392868,170.526
21,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,389368,171.841
22,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,402202,166.284
23,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,396952,168.803
24,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,391118,170.962
25,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,538117,124.249
26,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,416494,160.688
27,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,393744,170.092
28,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,427577,156.548
29,128,128,2048,RKNN_FLOAT16_MM_FLOAT16_TO_FLOAT32,1,1,396660,168.803
0,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3287615,20.3365
1,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3258740,20.5175
2,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3465821,19.2918
3,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3603485,18.5529
4,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3455029,19.3476
5,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3557694,18.7928
6,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3551277,18.8246
7,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3529402,18.9419
8,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3440738,19.432
9,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3534361,18.9151
10,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3477778,19.2252
11,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3464654,19.2973
12,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,3469904,19.2695
13,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1836012,36.4085
14,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1836888,36.4085
15,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1836304,36.4085
16,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1834554,36.4482
17,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1870137,35.7465
18,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1860513,35.9387
19,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1836596,36.4085
20,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1838929,36.3689
21,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1834555,36.4482
22,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1833387,36.4681
23,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1837763,36.3887
24,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1855846,36.0356
25,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1834554,36.4482
26,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1837763,36.3887
27,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1857888,35.9968
28,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1834554,36.4482
29,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,0,1,1835429,36.4283
0,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,265121,252.249
1,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,156331,428.5
2,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,152540,439.776
3,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151665,442.689
4,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,149914,448.631
5,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,150789,445.64
6,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,170039,393.212
7,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,221372,302.471
8,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,205914,326.078
9,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,153414,436.902
10,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,169747,395.538
11,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151373,442.689
12,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,150498,445.64
13,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151081,442.689
14,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,150206,445.64
15,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151956,442.689
16,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,149039,448.631
17,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,150497,445.64
18,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,148456,451.662
19,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151664,442.689
20,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,151372,442.689
21,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,150790,445.64
22,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,160705,417.788
23,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,149331,448.631
24,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,148747,451.662
25,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,141456,474.085
26,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,141456,474.085
27,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,138832,484.391
28,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,134457,498.851
29,128,128,2048,RKNN_INT4_MM_INT4_TO_INT16,1,1,134456,498.851
0,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1819096,73.4981
1,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1759889,76.0051
2,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1801888,74.2326
3,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1785264,74.898
4,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1847971,72.3839
5,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1761931,75.9188
6,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1790513,74.6888
7,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1783222,74.9821
8,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1916803,69.7771
9,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1986510,67.3177
10,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1922053,69.5593
11,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1936344,69.0563
12,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1903679,70.2538
13,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1957052,68.3153
14,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1958510,68.2804
15,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1960261,68.2107
16,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1867512,71.6085
17,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1959969,68.2455
18,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2089467,63.9986
19,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2059426,64.931
20,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2055342,65.0574
21,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2078384,64.3373
22,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2057968,64.9942
23,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2052884,65.1525
24,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1998468,66.9134
25,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1999344,66.8799
26,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,1999344,66.8799
27,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2001968,66.8131
28,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2179007,61.3552
29,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,0,2016634,66.316
0,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4297640,31.1131
1,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4436763,30.1382
2,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4279849,31.244
3,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4390389,30.454
4,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4695467,28.4756
5,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4579677,29.197
6,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4510262,29.6437
7,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4564511,29.2929
8,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4560136,29.3186
9,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4570345,29.2545
10,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4554886,29.3573
11,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4558969,29.3315
12,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4554303,29.3573
13,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4556053,29.3444
14,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4552262,29.3702
15,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4523678,29.5585
16,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4528929,29.5258
17,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4504720,29.6832
18,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4560719,29.3186
19,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4497137,29.7294
20,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4554886,29.3573
21,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4597178,29.0827
22,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4560720,29.3186
23,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4550803,29.3831
24,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4557219,29.3379
25,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4551386,29.3766
26,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4701884,28.4393
27,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4573262,29.2353
28,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4576470,29.2161
29,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,0,1,4549928,29.3895
0,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1125232,118.838
1,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,989901,135.18
2,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,993109,134.635
3,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,963651,138.83
4,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,953443,140.286
5,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1056108,126.603
6,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,972693,137.544
7,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,974735,137.262
8,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,951694,140.581
9,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,942652,141.925
10,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,956068,139.846
11,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,941485,142.075
12,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1176773,113.685
13,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1127274,118.627
14,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1122316,119.156
15,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1227605,108.959
16,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1097525,121.871
17,128,128,4096,RKNN_INT8_MM_INT8_TO_INT32,1,0,1088775,122.88
